Date,Item,Quantity,Unit Price,Total Price,Payment Method,Customer Type,Loyalty Member,Order Type,Tip Amount,Discount Applied,Discount Amount,Barista Name,Prep Time (min),Category,Sub-Category,Weather,Event Day,Gift Card Used,Mobile App Order,Month
11/04/2025,Bagel,3,2.5,7.85,Cash,New,No,Delivery,1.07,Yes,0.72,Sam,2,Food,Sandwich,Sunny,No,No,Yes,2025-04
11/04/2025,Iced Latte,1,5,5.22,Cash,Regular,Yes,Takeaway,0.22,No,0,Sam,6,Drink,Cold Drink,Cloudy,No,No,No,2025-04
11/04/2025,Latte,3,4.5,13.75,Cash,New,No,Dine-In,0.95,Yes,0.7,Alex,5,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
11/04/2025,Americano,1,3.5,5.04,Cash,New,No,Takeaway,1.54,No,0,Sam,4,Drink,Hot Drink,Sunny,No,No,No,2025-04
11/04/2025,Cappuccino,3,4.25,12.8,Mobile Pay,New,No,Delivery,0.05,No,0,Jamie,7,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
11/04/2025,Bagel,1,2.5,2.2,Cash,New,Yes,Delivery,1.53,Yes,1.83,Alex,7,Food,Sandwich,Sunny,No,Yes,Yes,2025-04
11/04/2025,Flat White,1,4.25,5.36,Mobile Pay,New,Yes,Dine-In,1.11,No,0,Sam,7,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
11/04/2025,Chai Latte,3,4.75,15.35,Credit Card,Regular,Yes,Delivery,1.62,Yes,0.52,Sam,3,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-04
11/04/2025,Chai Latte,2,4.75,10.62,Mobile Pay,Regular,Yes,Dine-In,1.12,No,0,Jamie,5,Drink,Hot Drink,Cloudy,No,No,Yes,2025-04
11/04/2025,Iced Latte,1,5,5,Credit Card,New,Yes,Delivery,0,No,0,Sam,3,Drink,Cold Drink,Sunny,No,Yes,No,2025-04
11/04/2025,Cappuccino,1,4.25,4.82,Credit Card,New,No,Takeaway,0.57,No,0,Jamie,3,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
11/04/2025,Bagel,2,2.5,4.26,Credit Card,New,No,Delivery,1.04,Yes,1.78,Alex,5,Food,Sandwich,Rainy,No,No,Yes,2025-04
11/04/2025,Bagel,3,2.5,7.7,Credit Card,New,No,Takeaway,1.2,Yes,1,Sam,3,Food,Sandwich,Cloudy,No,No,No,2025-04
11/04/2025,Cold Brew,3,5,16.73,Cash,New,Yes,Dine-In,1.73,No,0,Sam,2,Drink,Cold Drink,Sunny,No,Yes,Yes,2025-04
11/04/2025,Cold Brew,2,5,11.52,Cash,Regular,Yes,Takeaway,1.52,No,0,Sam,3,Drink,Cold Drink,Cloudy,No,No,No,2025-04
11/04/2025,Americano,3,3.5,11.18,Cash,New,No,Dine-In,1.51,Yes,0.83,Jamie,3,Drink,Hot Drink,Cloudy,No,Yes,Yes,2025-04
11/04/2025,Mocha,1,4.75,5.11,Cash,Regular,No,Delivery,1.16,Yes,0.8,Alex,5,Drink,Hot Drink,Rainy,No,No,No,2025-04
11/04/2025,Mocha,1,4.75,6.26,Credit Card,Regular,Yes,Dine-In,1.51,No,0,Jamie,5,Drink,Hot Drink,Sunny,Yes,Yes,Yes,2025-04
11/04/2025,Mocha,1,4.75,4.85,Mobile Pay,Regular,No,Dine-In,1.99,Yes,1.89,Alex,6,Drink,Hot Drink,Sunny,No,No,No,2025-04
12/04/2025,Bagel,2,2.5,5.96,Cash,New,No,Dine-In,0.96,No,0,Sam,4,Food,Sandwich,Cloudy,No,No,Yes,2025-04
12/04/2025,Cold Brew,1,5,4.21,Cash,Regular,No,Takeaway,0.76,Yes,1.55,Sam,3,Drink,Cold Drink,Cloudy,No,No,No,2025-04
12/04/2025,Bagel,3,2.5,7.63,Cash,New,No,Delivery,0.13,No,0,Jamie,3,Food,Sandwich,Cloudy,No,No,No,2025-04
12/04/2025,Chai Latte,3,4.75,14.53,Mobile Pay,Regular,No,Takeaway,1.29,Yes,1.01,Jamie,6,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
12/04/2025,Cold Brew,2,5,10.87,Mobile Pay,New,No,Delivery,0.87,No,0,Jamie,5,Drink,Cold Drink,Rainy,No,Yes,No,2025-04
12/04/2025,Latte,3,4.5,14.19,Mobile Pay,New,No,Delivery,1.43,Yes,0.74,Sam,3,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
12/04/2025,Chai Latte,1,4.75,4.31,Credit Card,Regular,No,Delivery,1.27,Yes,1.71,Sam,2,Drink,Hot Drink,Rainy,No,Yes,No,2025-04
12/04/2025,Bagel,3,2.5,6.1,Mobile Pay,New,No,Dine-In,0.46,Yes,1.86,Jamie,5,Food,Sandwich,Cloudy,No,No,No,2025-04
12/04/2025,Espresso,2,3,6.02,Mobile Pay,New,No,Takeaway,0.82,Yes,0.8,Alex,2,Drink,Hot Drink,Rainy,No,No,No,2025-04
12/04/2025,Americano,3,3.5,11.23,Mobile Pay,New,No,Takeaway,1.36,Yes,0.63,Sam,4,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
12/04/2025,Latte,2,4.5,9.61,Cash,Regular,No,Takeaway,1.34,Yes,0.73,Jamie,2,Drink,Hot Drink,Rainy,No,No,No,2025-04
12/04/2025,Latte,1,4.5,2.95,Cash,Regular,No,Delivery,0.06,Yes,1.61,Sam,5,Drink,Hot Drink,Sunny,No,No,No,2025-04
12/04/2025,Croissant,3,3,9,Mobile Pay,Regular,Yes,Takeaway,0,No,0,Sam,5,Food,Pastry,Rainy,No,Yes,No,2025-04
12/04/2025,Chai Latte,2,4.75,9.57,Mobile Pay,New,No,Dine-In,0.81,Yes,0.74,Sam,3,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-04
12/04/2025,Croissant,2,3,6.92,Mobile Pay,Regular,Yes,Delivery,1.76,Yes,0.84,Alex,5,Food,Pastry,Rainy,No,No,No,2025-04
12/04/2025,Bagel,3,2.5,8.97,Mobile Pay,Regular,Yes,Dine-In,1.47,No,0,Jamie,5,Food,Sandwich,Rainy,No,No,No,2025-04
12/04/2025,Iced Latte,3,5,13.51,Cash,Regular,Yes,Takeaway,0.26,Yes,1.75,Sam,3,Drink,Cold Drink,Rainy,No,No,Yes,2025-04
12/04/2025,Americano,3,3.5,10.61,Cash,New,Yes,Takeaway,0.11,No,0,Alex,3,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
12/04/2025,Americano,3,3.5,10.76,Cash,New,Yes,Delivery,1.75,Yes,1.49,Sam,5,Drink,Hot Drink,Cloudy,No,Yes,Yes,2025-04
12/04/2025,Americano,1,3.5,4.06,Mobile Pay,Regular,Yes,Dine-In,0.56,No,0,Sam,7,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
12/04/2025,Espresso,2,3,7.53,Credit Card,Regular,Yes,Takeaway,1.53,No,0,Sam,4,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
12/04/2025,Cold Brew,3,5,16.2,Cash,Regular,No,Delivery,1.2,No,0,Sam,4,Drink,Cold Drink,Rainy,No,No,Yes,2025-04
12/04/2025,Flat White,2,4.25,8.07,Credit Card,New,Yes,Takeaway,0.92,Yes,1.35,Sam,2,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-04
12/04/2025,Espresso,2,3,7.72,Cash,New,Yes,Dine-In,1.72,No,0,Alex,2,Drink,Hot Drink,Cloudy,No,No,No,2025-04
12/04/2025,Espresso,3,3,10.77,Mobile Pay,New,Yes,Dine-In,1.77,No,0,Alex,6,Drink,Hot Drink,Cloudy,No,No,No,2025-04
12/04/2025,Espresso,2,3,6.3,Mobile Pay,New,Yes,Dine-In,0.3,No,0,Sam,7,Drink,Hot Drink,Cloudy,No,No,No,2025-04
12/04/2025,Espresso,1,3,2.12,Mobile Pay,New,Yes,Delivery,0.16,Yes,1.04,Jamie,7,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
12/04/2025,Cappuccino,3,4.25,14.01,Mobile Pay,Regular,No,Delivery,1.26,No,0,Sam,2,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
12/04/2025,Espresso,3,3,8.26,Credit Card,Regular,No,Dine-In,0.55,Yes,1.29,Alex,6,Drink,Hot Drink,Rainy,No,No,No,2025-04
12/04/2025,Cold Brew,2,5,10.71,Credit Card,Regular,Yes,Dine-In,0.71,No,0,Sam,7,Drink,Cold Drink,Sunny,No,Yes,No,2025-04
12/04/2025,Mocha,1,4.75,6.08,Credit Card,New,Yes,Delivery,1.33,No,0,Sam,3,Drink,Hot Drink,Sunny,No,No,No,2025-04
12/04/2025,Americano,1,3.5,4.07,Mobile Pay,New,No,Delivery,1.22,Yes,0.65,Alex,3,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
12/04/2025,Chai Latte,2,4.75,8.97,Cash,Regular,Yes,Dine-In,0.43,Yes,0.96,Jamie,6,Drink,Hot Drink,Rainy,Yes,No,No,2025-04
12/04/2025,Flat White,1,4.25,3.92,Cash,New,Yes,Dine-In,0.19,Yes,0.52,Sam,2,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
12/04/2025,Bagel,2,2.5,5.66,Cash,New,No,Dine-In,0.66,No,0,Jamie,5,Food,Sandwich,Cloudy,No,Yes,No,2025-04
12/04/2025,Bagel,3,2.5,7.97,Credit Card,New,Yes,Dine-In,1.93,Yes,1.46,Sam,6,Food,Sandwich,Rainy,No,No,No,2025-04
12/04/2025,Bagel,1,2.5,2.64,Cash,New,Yes,Delivery,0.14,No,0,Sam,2,Food,Sandwich,Cloudy,No,Yes,No,2025-04
12/04/2025,Muffin,2,2.75,6.11,Mobile Pay,Regular,No,Dine-In,0.61,No,0,Sam,5,Food,Pastry,Sunny,No,No,Yes,2025-04
12/04/2025,Bagel,1,2.5,3.96,Cash,New,No,Delivery,1.46,No,0,Sam,2,Food,Sandwich,Cloudy,Yes,No,No,2025-04
12/04/2025,Bagel,2,2.5,3.49,Mobile Pay,Regular,No,Dine-In,0.47,Yes,1.98,Sam,7,Food,Sandwich,Rainy,No,No,No,2025-04
12/04/2025,Flat White,1,4.25,4.71,Credit Card,New,No,Delivery,1.51,Yes,1.05,Jamie,7,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-04
12/04/2025,Chai Latte,1,4.75,4.77,Credit Card,Regular,Yes,Dine-In,0.98,Yes,0.96,Jamie,4,Drink,Hot Drink,Cloudy,No,Yes,No,2025-04
12/04/2025,Flat White,3,4.25,14.18,Mobile Pay,New,Yes,Takeaway,1.43,No,0,Jamie,6,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
12/04/2025,Iced Latte,1,5,4.71,Mobile Pay,New,No,Delivery,1.24,Yes,1.53,Jamie,3,Drink,Cold Drink,Cloudy,No,No,No,2025-04
12/04/2025,Croissant,2,3,6.2,Credit Card,New,Yes,Dine-In,0.2,No,0,Alex,3,Food,Pastry,Cloudy,No,Yes,No,2025-04
12/04/2025,Espresso,1,3,2.05,Cash,New,Yes,Delivery,0.62,Yes,1.57,Sam,7,Drink,Hot Drink,Cloudy,Yes,Yes,No,2025-04
12/04/2025,Croissant,3,3,8.76,Cash,Regular,No,Dine-In,1.45,Yes,1.69,Alex,5,Food,Pastry,Sunny,No,No,Yes,2025-04
12/04/2025,Latte,1,4.5,4.79,Mobile Pay,New,Yes,Takeaway,0.29,No,0,Sam,4,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
12/04/2025,Muffin,2,2.75,6.53,Credit Card,New,Yes,Dine-In,1.03,No,0,Sam,4,Food,Pastry,Rainy,No,No,No,2025-04
12/04/2025,Espresso,2,3,4.82,Mobile Pay,New,No,Dine-In,0.24,Yes,1.42,Jamie,5,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
12/04/2025,Latte,3,4.5,14.18,Mobile Pay,New,No,Takeaway,1.53,Yes,0.85,Sam,5,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
12/04/2025,Chai Latte,2,4.75,9.84,Credit Card,Regular,Yes,Delivery,0.34,No,0,Jamie,5,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
13/04/2025,Americano,3,3.5,10.43,Credit Card,New,No,Dine-In,0.82,Yes,0.89,Jamie,3,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
13/04/2025,Flat White,1,4.25,3.94,Mobile Pay,New,Yes,Delivery,1.56,Yes,1.87,Jamie,2,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
13/04/2025,Bagel,2,2.5,6.78,Cash,Regular,Yes,Delivery,1.78,No,0,Alex,7,Food,Sandwich,Rainy,No,Yes,Yes,2025-04
13/04/2025,Muffin,3,2.75,8.65,Credit Card,Regular,Yes,Delivery,0.4,No,0,Sam,7,Food,Pastry,Cloudy,Yes,Yes,No,2025-04
13/04/2025,Americano,3,3.5,11.86,Credit Card,New,Yes,Dine-In,1.36,No,0,Alex,7,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
13/04/2025,Americano,2,3.5,8.93,Mobile Pay,Regular,Yes,Takeaway,1.93,No,0,Sam,7,Drink,Hot Drink,Rainy,No,No,No,2025-04
13/04/2025,Croissant,2,3,6.23,Mobile Pay,Regular,No,Delivery,1.26,Yes,1.03,Sam,7,Food,Pastry,Rainy,No,No,No,2025-04
13/04/2025,Iced Latte,2,5,8.57,Credit Card,Regular,No,Delivery,0.35,Yes,1.78,Alex,7,Drink,Cold Drink,Sunny,No,Yes,No,2025-04
13/04/2025,Flat White,1,4.25,4.58,Credit Card,New,Yes,Takeaway,0.33,No,0,Alex,5,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
13/04/2025,Espresso,1,3,3.42,Credit Card,Regular,Yes,Takeaway,1.46,Yes,1.04,Alex,7,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
13/04/2025,Iced Latte,2,5,9.66,Cash,Regular,Yes,Takeaway,0.37,Yes,0.71,Jamie,6,Drink,Cold Drink,Rainy,No,Yes,Yes,2025-04
13/04/2025,Mocha,2,4.75,10.07,Mobile Pay,Regular,No,Dine-In,1.63,Yes,1.06,Alex,3,Drink,Hot Drink,Cloudy,Yes,No,Yes,2025-04
13/04/2025,Muffin,1,2.75,3.61,Mobile Pay,New,Yes,Delivery,0.86,No,0,Jamie,4,Food,Pastry,Cloudy,Yes,Yes,Yes,2025-04
13/04/2025,Cappuccino,3,4.25,12.92,Credit Card,Regular,No,Takeaway,1.88,Yes,1.71,Jamie,6,Drink,Hot Drink,Rainy,Yes,No,No,2025-04
13/04/2025,Cappuccino,3,4.25,12.66,Mobile Pay,New,Yes,Dine-In,1.78,Yes,1.87,Alex,6,Drink,Hot Drink,Rainy,No,No,No,2025-04
13/04/2025,Espresso,2,3,7.2,Mobile Pay,Regular,No,Takeaway,1.2,No,0,Alex,5,Drink,Hot Drink,Rainy,No,Yes,No,2025-04
13/04/2025,Flat White,1,4.25,5.28,Mobile Pay,New,Yes,Takeaway,1.03,No,0,Jamie,2,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
13/04/2025,Cappuccino,2,4.25,9.53,Cash,Regular,No,Takeaway,1.03,No,0,Jamie,7,Drink,Hot Drink,Sunny,No,No,No,2025-04
13/04/2025,Americano,2,3.5,6.16,Mobile Pay,New,Yes,Takeaway,0.57,Yes,1.41,Sam,5,Drink,Hot Drink,Rainy,No,Yes,No,2025-04
13/04/2025,Mocha,3,4.75,16.09,Cash,New,Yes,Delivery,1.84,No,0,Alex,7,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
13/04/2025,Cappuccino,3,4.25,14.23,Cash,New,Yes,Delivery,1.48,No,0,Sam,2,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
13/04/2025,Cappuccino,1,4.25,4.22,Mobile Pay,New,No,Takeaway,1.64,Yes,1.67,Sam,2,Drink,Hot Drink,Cloudy,No,Yes,Yes,2025-04
13/04/2025,Bagel,1,2.5,1.7,Cash,Regular,Yes,Dine-In,1.19,Yes,1.99,Sam,3,Food,Sandwich,Rainy,Yes,Yes,No,2025-04
13/04/2025,Mocha,2,4.75,8.78,Mobile Pay,Regular,Yes,Takeaway,0.09,Yes,0.81,Alex,7,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
13/04/2025,Croissant,1,3,2.88,Cash,Regular,Yes,Delivery,0.82,Yes,0.94,Jamie,3,Food,Pastry,Sunny,No,No,Yes,2025-04
13/04/2025,Mocha,3,4.75,16.14,Mobile Pay,Regular,No,Delivery,1.89,No,0,Jamie,4,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
13/04/2025,Americano,1,3.5,5.06,Cash,Regular,No,Dine-In,1.56,No,0,Alex,3,Drink,Hot Drink,Cloudy,Yes,No,No,2025-04
13/04/2025,Flat White,1,4.25,5.9,Cash,New,Yes,Delivery,1.65,No,0,Jamie,6,Drink,Hot Drink,Sunny,Yes,No,Yes,2025-04
13/04/2025,Iced Latte,2,5,11.85,Mobile Pay,Regular,No,Takeaway,1.85,No,0,Alex,5,Drink,Cold Drink,Rainy,Yes,Yes,Yes,2025-04
13/04/2025,Americano,2,3.5,8.5,Mobile Pay,New,No,Dine-In,1.5,No,0,Alex,3,Drink,Hot Drink,Rainy,No,No,No,2025-04
13/04/2025,Americano,1,3.5,4.96,Credit Card,Regular,Yes,Delivery,1.46,No,0,Alex,5,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-04
14/04/2025,Mocha,3,4.75,13.06,Credit Card,New,Yes,Takeaway,0.72,Yes,1.91,Alex,2,Drink,Hot Drink,Cloudy,No,No,Yes,2025-04
14/04/2025,Chai Latte,2,4.75,11.15,Cash,Regular,Yes,Dine-In,1.65,No,0,Sam,2,Drink,Hot Drink,Rainy,Yes,No,No,2025-04
14/04/2025,Muffin,3,2.75,8.63,Credit Card,New,Yes,Dine-In,0.38,No,0,Alex,4,Food,Pastry,Sunny,Yes,Yes,No,2025-04
14/04/2025,Muffin,2,2.75,7.22,Credit Card,New,No,Dine-In,1.72,No,0,Alex,7,Food,Pastry,Sunny,No,Yes,Yes,2025-04
14/04/2025,Chai Latte,1,4.75,6.33,Credit Card,Regular,No,Dine-In,1.58,No,0,Sam,5,Drink,Hot Drink,Rainy,No,Yes,No,2025-04
14/04/2025,Iced Latte,3,5,15.08,Mobile Pay,Regular,No,Dine-In,0.08,No,0,Jamie,3,Drink,Cold Drink,Sunny,No,Yes,No,2025-04
14/04/2025,Latte,2,4.5,9.99,Cash,Regular,Yes,Takeaway,1.63,Yes,0.64,Alex,7,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
14/04/2025,Bagel,2,2.5,6.65,Cash,Regular,No,Delivery,1.65,No,0,Sam,3,Food,Sandwich,Cloudy,No,No,Yes,2025-04
14/04/2025,Croissant,2,3,6.96,Cash,Regular,Yes,Takeaway,1.73,Yes,0.77,Alex,5,Food,Pastry,Rainy,No,Yes,Yes,2025-04
14/04/2025,Cappuccino,1,4.25,4.37,Mobile Pay,Regular,Yes,Delivery,0.12,No,0,Alex,2,Drink,Hot Drink,Sunny,Yes,Yes,Yes,2025-04
14/04/2025,Mocha,3,4.75,13.06,Mobile Pay,Regular,No,Delivery,0.08,Yes,1.27,Alex,2,Drink,Hot Drink,Rainy,No,No,No,2025-04
14/04/2025,Croissant,2,3,7.63,Mobile Pay,Regular,No,Dine-In,1.63,No,0,Alex,7,Food,Pastry,Sunny,No,No,No,2025-04
14/04/2025,Americano,1,3.5,5.24,Mobile Pay,Regular,No,Dine-In,1.74,No,0,Sam,3,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-04
14/04/2025,Cappuccino,1,4.25,5.51,Mobile Pay,New,Yes,Delivery,1.26,No,0,Alex,5,Drink,Hot Drink,Cloudy,No,No,Yes,2025-04
14/04/2025,Flat White,1,4.25,6.01,Mobile Pay,Regular,Yes,Delivery,1.76,No,0,Jamie,3,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
14/04/2025,Flat White,3,4.25,13.62,Mobile Pay,New,No,Delivery,0.87,No,0,Jamie,7,Drink,Hot Drink,Rainy,No,Yes,No,2025-04
14/04/2025,Mocha,2,4.75,10.03,Mobile Pay,Regular,No,Takeaway,1.73,Yes,1.2,Alex,5,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
14/04/2025,Muffin,2,2.75,6.15,Credit Card,Regular,Yes,Dine-In,0.65,No,0,Jamie,4,Food,Pastry,Rainy,Yes,Yes,Yes,2025-04
14/04/2025,Croissant,1,3,3.31,Cash,Regular,No,Dine-In,0.31,No,0,Sam,3,Food,Pastry,Rainy,Yes,Yes,No,2025-04
14/04/2025,Chai Latte,2,4.75,8.97,Mobile Pay,New,No,Takeaway,0.22,Yes,0.75,Alex,2,Drink,Hot Drink,Sunny,Yes,Yes,No,2025-04
14/04/2025,Latte,2,4.5,8.4,Mobile Pay,New,Yes,Dine-In,0.63,Yes,1.23,Jamie,4,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
14/04/2025,Mocha,2,4.75,11.11,Credit Card,New,No,Dine-In,1.61,No,0,Sam,6,Drink,Hot Drink,Rainy,No,Yes,No,2025-04
15/04/2025,Chai Latte,3,4.75,15.74,Credit Card,New,Yes,Takeaway,1.49,No,0,Jamie,7,Drink,Hot Drink,Cloudy,No,No,No,2025-04
15/04/2025,Croissant,3,3,9.4,Mobile Pay,Regular,Yes,Dine-In,0.4,No,0,Sam,6,Food,Pastry,Rainy,No,No,No,2025-04
15/04/2025,Chai Latte,2,4.75,9.34,Mobile Pay,New,Yes,Delivery,0.47,Yes,0.63,Alex,3,Drink,Hot Drink,Rainy,Yes,Yes,No,2025-04
15/04/2025,Cappuccino,2,4.25,7.16,Mobile Pay,New,Yes,Dine-In,0.04,Yes,1.38,Jamie,3,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
15/04/2025,Mocha,2,4.75,9.56,Cash,New,Yes,Delivery,0.58,Yes,0.52,Sam,3,Drink,Hot Drink,Rainy,No,No,No,2025-04
15/04/2025,Cold Brew,3,5,15.26,Cash,New,Yes,Delivery,1.77,Yes,1.51,Sam,2,Drink,Cold Drink,Sunny,No,Yes,No,2025-04
15/04/2025,Iced Latte,2,5,9.21,Mobile Pay,Regular,No,Delivery,0.47,Yes,1.26,Alex,6,Drink,Cold Drink,Rainy,No,No,No,2025-04
15/04/2025,Cold Brew,1,5,5.88,Mobile Pay,Regular,Yes,Dine-In,1.51,Yes,0.63,Alex,7,Drink,Cold Drink,Rainy,No,No,No,2025-04
15/04/2025,Flat White,1,4.25,3.77,Mobile Pay,New,No,Takeaway,0.43,Yes,0.91,Alex,2,Drink,Hot Drink,Cloudy,No,No,Yes,2025-04
15/04/2025,Americano,1,3.5,3.83,Cash,New,Yes,Dine-In,0.33,No,0,Alex,4,Drink,Hot Drink,Sunny,Yes,No,No,2025-04
15/04/2025,Latte,2,4.5,10.38,Credit Card,Regular,No,Delivery,1.38,No,0,Alex,7,Drink,Hot Drink,Sunny,No,No,No,2025-04
15/04/2025,Croissant,2,3,6.24,Cash,New,Yes,Delivery,0.24,No,0,Alex,2,Food,Pastry,Rainy,No,Yes,No,2025-04
15/04/2025,Latte,1,4.5,5.81,Mobile Pay,Regular,No,Delivery,1.31,No,0,Alex,7,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
15/04/2025,Chai Latte,3,4.75,14.52,Mobile Pay,New,Yes,Takeaway,1.23,Yes,0.96,Sam,4,Drink,Hot Drink,Rainy,No,Yes,No,2025-04
15/04/2025,Iced Latte,2,5,10.29,Mobile Pay,New,Yes,Delivery,1.36,Yes,1.07,Alex,4,Drink,Cold Drink,Rainy,No,Yes,No,2025-04
15/04/2025,Muffin,3,2.75,9.68,Mobile Pay,New,Yes,Takeaway,1.43,No,0,Alex,3,Food,Pastry,Sunny,No,Yes,Yes,2025-04
15/04/2025,Latte,2,4.5,8.43,Mobile Pay,New,No,Takeaway,0.32,Yes,0.89,Jamie,6,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
15/04/2025,Bagel,1,2.5,1.57,Credit Card,Regular,Yes,Delivery,0.44,Yes,1.37,Sam,2,Food,Sandwich,Rainy,No,No,Yes,2025-04
15/04/2025,Chai Latte,2,4.75,11.39,Credit Card,Regular,No,Delivery,1.89,No,0,Alex,7,Drink,Hot Drink,Cloudy,No,No,No,2025-04
15/04/2025,Chai Latte,3,4.75,14.74,Credit Card,New,Yes,Takeaway,0.49,No,0,Alex,6,Drink,Hot Drink,Sunny,No,No,No,2025-04
15/04/2025,Iced Latte,3,5,13.89,Cash,Regular,No,Dine-In,0.78,Yes,1.89,Alex,7,Drink,Cold Drink,Rainy,No,Yes,Yes,2025-04
15/04/2025,Mocha,3,4.75,15.77,Credit Card,Regular,Yes,Dine-In,1.52,No,0,Sam,6,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
15/04/2025,Cold Brew,1,5,4.45,Credit Card,New,No,Delivery,0.35,Yes,0.9,Alex,6,Drink,Cold Drink,Rainy,No,Yes,No,2025-04
15/04/2025,Espresso,2,3,7.1,Mobile Pay,New,No,Takeaway,1.1,No,0,Alex,7,Drink,Hot Drink,Rainy,No,No,No,2025-04
15/04/2025,Iced Latte,1,5,4.7,Mobile Pay,Regular,No,Takeaway,0.73,Yes,1.03,Sam,7,Drink,Cold Drink,Sunny,No,Yes,Yes,2025-04
15/04/2025,Iced Latte,1,5,6.4,Credit Card,New,Yes,Delivery,1.4,No,0,Alex,7,Drink,Cold Drink,Sunny,No,Yes,No,2025-04
15/04/2025,Cold Brew,3,5,14.8,Credit Card,New,Yes,Delivery,1.25,Yes,1.45,Sam,4,Drink,Cold Drink,Sunny,No,Yes,No,2025-04
15/04/2025,Cold Brew,3,5,13.92,Credit Card,Regular,No,Takeaway,0.57,Yes,1.65,Alex,2,Drink,Cold Drink,Sunny,No,Yes,No,2025-04
15/04/2025,Muffin,1,2.75,2.77,Cash,Regular,No,Dine-In,0.02,No,0,Sam,7,Food,Pastry,Cloudy,No,Yes,No,2025-04
15/04/2025,Chai Latte,3,4.75,15.97,Cash,Regular,Yes,Delivery,1.72,No,0,Alex,6,Drink,Hot Drink,Cloudy,No,No,No,2025-04
15/04/2025,Americano,2,3.5,8.66,Cash,Regular,No,Takeaway,1.66,No,0,Alex,3,Drink,Hot Drink,Cloudy,No,No,Yes,2025-04
15/04/2025,Latte,2,4.5,10.7,Cash,New,No,Delivery,1.7,No,0,Sam,4,Drink,Hot Drink,Rainy,No,No,No,2025-04
15/04/2025,Muffin,2,2.75,7.35,Cash,Regular,No,Dine-In,1.85,No,0,Alex,2,Food,Pastry,Sunny,No,Yes,No,2025-04
15/04/2025,Latte,2,4.5,8.57,Credit Card,New,No,Delivery,0.31,Yes,0.74,Alex,2,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
15/04/2025,Mocha,3,4.75,15.98,Cash,Regular,Yes,Dine-In,1.73,No,0,Alex,2,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-04
15/04/2025,Americano,3,3.5,9.99,Credit Card,Regular,Yes,Takeaway,0.3,Yes,0.81,Sam,4,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-04
15/04/2025,Bagel,2,2.5,6.42,Cash,Regular,No,Delivery,1.42,No,0,Alex,7,Food,Sandwich,Sunny,No,No,No,2025-04
15/04/2025,Latte,3,4.5,14.11,Cash,New,Yes,Delivery,0.61,No,0,Sam,2,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
15/04/2025,Cappuccino,3,4.25,14.05,Credit Card,New,Yes,Delivery,1.3,No,0,Jamie,4,Drink,Hot Drink,Rainy,No,No,No,2025-04
15/04/2025,Chai Latte,1,4.75,6.53,Credit Card,New,No,Delivery,1.78,No,0,Jamie,2,Drink,Hot Drink,Cloudy,Yes,No,No,2025-04
